book_id,title,genre,publication_year,isbn,pages,author_id
1690,Pattern heart.,Law,2007,978-1-61621-805-8,843,374
1691,Admit mouth.,Science,2005,978-1-338-56231-6,58,449
1692,Ability create when.,Science,1993,978-0-19-313383-9,92,528
1693,Politics decision seat.,Engineering,2019,978-1-271-54147-8,384,158
1694,Check drug would simple.,Arts,2020,978-1-379-66744-5,757,660
1695,Behavior trial.,Other,1981,978-0-7302-1195-2,153,306
1696,Where answer.,Other,2014,978-1-82003-798-8,398,304
1697,Since unit.,Arts,1994,978-0-384-58259-0,79,268
1698,Identify his rate read take.,Law,2022,978-1-174-35044-3,433,609
1699,Last sign.,Law,1984,978-1-00-209193-7,295,364
1700,Hour consumer let cost.,Law,1988,978-0-283-20094-6,221,615
1701,Ago pay street.,Science,2004,978-1-67766-416-0,140,154
1702,Part sit nice.,Science,1988,978-0-19-358143-2,178,270
1703,Realize small some subject.,Law,2002,978-0-7532-6448-5,644,83
1704,Fact performance hear color full.,Arts,2012,978-1-85990-857-0,936,93
1705,Sport yourself order fire.,Science,2022,978-1-01-575188-0,728,679
1706,Day could center.,Other,1985,978-1-4962-5954-7,705,734
1707,City necessary water stage.,Other,2015,978-0-17-325556-8,843,772
1708,Note admit bring approach sort.,Medicine,2004,978-1-71454-375-5,890,182
1709,Ahead ten term.,Medicine,2016,978-1-4472-6539-9,549,185
1710,Sure visit.,Medicine,1997,978-0-348-71065-6,602,349
1711,Eight woman.,Other,2011,978-0-662-25009-8,246,136
1712,Discuss accept speak.,Other,1989,978-1-970277-59-3,869,682
1713,Strong hold thing.,Engineering,1981,978-0-544-77537-4,211,702
1714,Among surface.,Arts,1981,978-1-86118-594-5,559,577
1715,Single respond generation system into.,Law,1989,978-0-88642-654-5,248,141
1716,Even rock guy.,Other,2006,978-1-967206-01-8,235,31
1717,Degree serious oil far.,Other,2014,978-1-4683-5710-3,348,235
1718,Some spend particularly do.,Science,1990,978-1-00-064785-3,144,390
1719,Show imagine second about window.,Arts,1983,978-1-59267-779-5,594,182
1720,Several represent ball.,Law,2008,978-1-354-64315-0,304,706
1721,Black source majority already.,Engineering,1998,978-0-7335-8408-4,449,109
1722,Civil very couple sound.,Medicine,2001,978-1-168-37187-4,518,681
1723,Next need project leader drop.,Law,2009,978-0-9870360-4-9,825,484
1724,Off practice hair service.,Arts,1997,978-0-05-419975-2,820,581
1725,Lose water already attention.,Arts,2018,978-0-458-19167-3,140,583
1726,Moment charge.,Medicine,2001,978-0-495-80959-3,199,353
1727,Partner half career such.,Arts,1986,978-1-85449-170-1,219,264
1728,Discover teach site.,Arts,1988,978-1-105-17531-2,126,382
1729,Mouth later cut.,Other,2005,978-0-18-231984-8,276,403
1730,Buy less reach rule reach.,Law,2017,978-0-694-30532-2,162,143
1731,Serious blood.,Arts,1995,978-0-668-79528-9,865,116
1732,Choice step worry brother.,Other,1982,978-1-893986-17-6,529,356
1733,See consumer field focus among.,Arts,1995,978-0-325-25628-3,334,73
1734,Long hear radio catch.,Medicine,1989,978-0-585-94231-5,756,157
1735,Respond amount writer.,Science,1985,978-1-229-77140-7,300,321
1736,Find around social truth network.,Medicine,2009,978-1-55918-136-5,860,756
1737,Behind other middle.,Science,1995,978-0-8486-2530-6,402,627
1738,Million artist Mrs travel answer.,Arts,2013,978-0-7267-2285-1,217,747
1739,Floor enough even.,Law,2015,978-0-667-77225-0,323,403
1740,Report white include.,Engineering,2004,978-1-4941-3884-4,450,481
1741,Ago know.,Medicine,2017,978-1-04-563632-4,875,244
1742,Measure fish listen enjoy.,Engineering,1995,978-1-156-55811-9,672,21
1743,Hour political friend.,Science,1992,978-1-4922-5588-8,484,655
1744,So play.,Arts,1992,978-1-4261-2170-8,648,125
1745,Leader past instead particular watch.,Medicine,1983,978-0-349-98884-9,91,412
1746,Often third responsibility let approach.,Law,2003,978-1-309-71200-9,635,152
1747,Deep push research only statement.,Law,2015,978-1-4555-5750-9,662,690
1748,Smile view get.,Science,2008,978-0-236-89820-6,98,392
1749,Dinner fact television major.,Arts,2006,978-1-246-34674-9,830,601
1750,Some medical if.,Law,2002,978-1-61241-131-6,743,792
1751,Line simple more future.,Law,2016,978-1-77865-590-6,107,259
1752,Off nation provide.,Other,1981,978-0-02-048795-1,870,390
1753,Successful no discuss traditional.,Law,2012,978-1-364-91044-0,345,131
1754,Yard line security participant parent.,Other,2014,978-0-592-77082-6,632,765
1755,Stay born its worker.,Law,1987,978-1-80692-255-0,120,460
1756,Past traditional research although official.,Arts,2016,978-1-60174-810-2,475,172
1757,Same he.,Medicine,2000,978-0-537-97938-3,484,263
1758,Structure line above feel minute.,Science,2011,978-0-382-94730-8,71,169
1759,Can house event.,Arts,1992,978-0-7009-9503-5,983,462
1760,Economy growth future.,Science,1983,978-1-307-92464-0,417,291
1761,Safe laugh impact stay eat.,Science,2013,978-1-4803-1491-7,504,743
1762,Short mention appear carry.,Engineering,2023,978-0-327-87781-3,894,332
1763,Author time.,Medicine,2020,978-1-336-23655-4,281,640
1764,Improve arm beat win.,Engineering,1984,978-1-5267-8687-6,540,518
1765,Hotel kind door first truth.,Law,2013,978-0-9718275-4-7,180,602
1766,Option respond fund.,Engineering,2006,978-0-676-39867-0,841,50
1767,Range wish car professor.,Other,1989,978-1-257-39423-4,65,636
1768,Nothing month name good.,Science,2009,978-0-529-19772-6,457,256
1769,Someone worry bag.,Engineering,2006,978-0-18-838172-6,941,182
1770,Avoid itself.,Science,2017,978-0-452-21046-2,123,529
1771,Prepare southern.,Arts,2007,978-1-03-498414-6,386,733
1772,Nothing all myself environmental.,Law,1984,978-1-388-81605-6,942,751
1773,Area save should than.,Law,1996,978-0-03-974338-3,602,45
1774,War truth analysis future hand.,Medicine,1998,978-0-8162-6247-2,900,587
1775,Although once situation.,Law,2023,978-0-88467-317-0,909,61
1776,Like rather amount choice.,Medicine,2007,978-1-09-196152-4,576,184
1777,When stuff.,Science,1997,978-1-171-34243-4,182,49
1778,Hand medical thing add down.,Engineering,1990,978-1-289-90206-3,148,84
1779,Season cold.,Engineering,2007,978-0-534-37408-2,139,386
1780,He when development much film.,Science,1993,978-1-997428-29-9,295,551
1781,Especially Mr determine pressure out.,Arts,2004,978-1-5010-1644-8,887,360
1782,Catch little owner.,Arts,2015,978-1-80817-561-9,767,592
1783,Here arrive college hospital.,Arts,1990,978-1-00-139032-1,432,568
1784,Task enough take commercial.,Science,2014,978-0-570-63214-6,310,640
1785,Teach table situation.,Arts,1984,978-1-5025-1856-9,59,664
1786,Agent describe bar.,Medicine,1983,978-0-18-536817-1,866,359
1787,He thought recent course doctor.,Engineering,1987,978-1-187-62308-4,310,451
1788,Something unit employee beat.,Law,1991,978-0-244-01988-4,85,550
1789,Always chair cost table whole.,Medicine,2021,978-0-00-676000-9,438,768
1790,Then training live table ground.,Engineering,1980,978-0-9585395-4-8,732,792
1791,Now couple back tax.,Science,1992,978-1-57125-609-6,154,5
1792,Coach food.,Science,1989,978-0-504-09080-6,286,50
1793,Believe life talk himself.,Law,1997,978-0-239-19387-2,189,283
1794,Commercial including rest team.,Other,1987,978-1-291-65629-9,73,537
1795,Role seem hard short man.,Medicine,2011,978-1-961286-40-5,181,249
1796,Player myself inside.,Medicine,2006,978-0-7950-6912-3,118,123
1797,Call music rise.,Arts,2022,978-0-406-60576-4,350,47
1798,Article street over perhaps.,Medicine,1982,978-0-296-35529-9,257,534
1799,Vote organization professor walk.,Arts,2003,978-0-548-37992-9,496,109
1800,Recognize room inside particularly.,Science,2019,978-1-178-19249-0,69,503
1801,Fish radio whom.,Other,1988,978-0-437-28477-8,458,798
1802,Green fear size third.,Law,2006,978-1-00-162356-6,232,441
1803,Stage minute different table.,Law,2005,978-1-5336-5088-7,838,192
1804,Tv home face spend.,Arts,2002,978-1-60091-235-1,229,461
1805,Today yes research.,Medicine,1989,978-1-281-68192-8,542,414
1806,Commercial near research.,Other,1993,978-0-04-102561-3,456,565
1807,Project spend camera person.,Arts,2007,978-1-83441-770-7,926,348
1808,Factor Mrs especially soon.,Science,2010,978-0-09-086062-3,856,49
1809,Imagine movement growth.,Other,2001,978-0-411-86307-4,563,483
1810,Station market value peace group.,Medicine,1980,978-1-5304-6959-8,792,686
1811,Worker drug.,Other,1983,978-1-86812-377-3,438,771
1812,Successful girl simple.,Arts,2000,978-0-450-93383-7,228,384
1813,Hospital north military get.,Medicine,2007,978-1-05-167692-5,943,669
1814,Project medical continue.,Arts,2019,978-1-76942-859-5,814,755
1815,Book rather day.,Arts,1982,978-1-70170-582-1,451,169
1816,Movie six.,Science,2009,978-0-931230-30-1,288,281
1817,Year analysis smile.,Science,1980,978-0-944084-46-5,198,557
1818,Seem sell national provide.,Engineering,1990,978-0-8029-4665-2,418,733
1819,At final add.,Science,1996,978-0-934509-54-1,957,379
1820,Prepare bill.,Science,2002,978-1-205-29794-5,542,50
1821,Officer act.,Arts,2000,978-1-03-004584-1,916,274
1822,Area rest.,Medicine,2011,978-0-235-48295-6,609,772
1823,Dog sometimes everybody people history.,Law,2011,978-1-64665-277-8,551,240
1824,Ball seem table.,Arts,2006,978-1-81196-814-7,678,478
1825,Full institution star away.,Arts,1992,978-0-247-01148-9,197,486
1826,Door trial democratic however.,Science,2023,978-0-628-65920-0,583,569
1827,Most cut wrong family base.,Arts,2023,978-1-376-53766-6,642,244
1828,Pick in.,Engineering,2018,978-1-02-985338-9,137,50
1829,All deal enjoy.,Arts,2003,978-1-871121-50-6,557,448
1830,Election seem interview.,Law,2020,978-0-7891-4357-0,822,436
1831,Thing water dream amount most.,Arts,1987,978-0-7613-5051-4,798,52
1832,Pass factor lose.,Other,1998,978-0-04-007964-8,225,745
1833,Both fire letter.,Arts,2008,978-0-9898101-7-3,381,327
1834,Its join wide meet.,Science,1991,978-1-82239-461-4,632,301
1835,Those pick.,Other,1990,978-1-212-09770-5,952,527
1836,Difficult everything state indicate poor.,Science,1990,978-0-293-02379-5,671,611
1837,Accept trial black tough.,Arts,1986,978-1-104-33971-5,155,196
1838,Likely quickly successful opportunity.,Other,2020,978-0-489-72520-5,845,510
1839,Environmental surface pass law.,Arts,1992,978-1-62612-804-0,743,2
1840,Seem agency people situation.,Law,1996,978-1-346-18246-9,615,437
1841,Chair day.,Science,2015,978-0-224-10632-0,749,566
1842,Stuff rate fast.,Other,2012,978-0-334-53909-4,310,299
1843,Officer like garden.,Other,2019,978-1-385-61361-0,327,796
1844,Hour simply machine.,Law,2012,978-0-89675-201-6,359,481
1845,We eight low.,Engineering,2002,978-1-57535-796-6,489,375
1846,Vote model business.,Engineering,2012,978-1-62061-073-2,293,615
1847,Who themselves officer.,Arts,1999,978-1-85658-018-2,743,254
1848,Early board.,Arts,2010,978-1-69707-819-0,925,361
1849,Know scene stay.,Other,2003,978-1-62726-735-9,59,476
1850,Truth if wife.,Law,1998,978-1-62058-455-2,919,151
1851,Speak boy until crime area.,Arts,1987,978-1-5320-3937-9,535,414
1852,Opportunity kid expert bring seven.,Science,2004,978-1-83697-645-5,563,618
1853,Citizen woman figure option.,Science,2001,978-0-7934-4694-0,411,277
1854,Accept sort phone mission raise.,Arts,2011,978-1-270-44320-9,712,270
1855,Probably stay fact dark general.,Law,1983,978-0-217-49861-6,425,192
1856,Employee design word.,Other,1992,978-0-309-68215-2,935,581
1857,Bank career anything.,Arts,1997,978-1-69892-910-1,164,672
1858,A health win help.,Science,2010,978-0-904512-75-5,203,447
1859,Where together protect one professional.,Engineering,1985,978-1-56879-455-6,404,209
1860,Water style would ready concern.,Other,2011,978-0-440-11844-2,69,604
1861,Positive choice away drug.,Arts,1994,978-0-436-22501-7,579,15
1862,Business past some try can.,Arts,2000,978-0-07-445952-2,957,699
1863,Simple scene seven after follow.,Science,1992,978-1-305-03371-9,631,23
1864,Newspaper scientist.,Law,2001,978-1-07-049356-5,941,753
1865,Fund provide trouble wind.,Other,2009,978-1-68242-182-6,596,594
1866,Receive party break.,Other,2003,978-1-78202-392-0,803,698
1867,Order end who sign.,Medicine,2003,978-1-928472-13-1,504,144
1868,Case religious story soldier crime.,Medicine,2003,978-0-18-236347-6,479,686
1869,Job imagine receive hit.,Other,2016,978-0-454-78542-5,52,201
1870,Information special analysis meet act.,Arts,2017,978-1-79452-715-7,616,762
1871,Green amount face your item.,Science,2006,978-1-64381-598-5,963,394
1872,Around note wrong arrive.,Law,1986,978-1-09-044597-1,952,316
1873,Eye consider computer always.,Arts,2003,978-0-86300-915-0,621,493
1874,Step seem opportunity remain.,Other,1997,978-0-375-86345-5,753,116
1875,Production most miss.,Other,1981,978-1-4478-2920-1,727,691
1876,Difficult ready right.,Law,1982,978-1-894125-82-6,67,649
1877,Surface mouth seven.,Science,2011,978-1-908124-50-0,919,333
1878,Feel pay great dog.,Arts,1992,978-1-4858-2371-1,567,731
1879,Point hand religious off out.,Arts,1988,978-1-78663-266-1,375,177
1880,Anyone tree add degree current.,Law,2015,978-1-186-65496-6,415,90
1881,Individual such skill.,Science,2006,978-0-9809017-8-8,360,271
1882,Candidate fear every.,Arts,2006,978-0-07-315906-5,666,756
1883,Heavy cup free hope.,Engineering,2011,978-0-305-26922-7,603,748
1884,Common amount himself response worker.,Arts,1996,978-0-8362-1217-4,635,151
1885,Return development major blood.,Other,2004,978-0-9731333-2-5,519,185
1886,Investment song recently hit energy.,Engineering,2010,978-1-5441-9988-7,764,384
1887,Democratic expect human from night.,Medicine,1986,978-0-8068-1767-5,780,170
1888,Teach dinner song.,Arts,1999,978-1-86547-065-8,142,577
1889,Total character political ground majority.,Law,2017,978-0-19-099663-5,684,794
1890,Thus drop civil.,Other,1992,978-1-81190-692-7,902,111
1891,Whom network.,Arts,1986,978-0-492-37227-4,908,487
1892,Maybe around rise.,Arts,2012,978-0-9610510-5-1,858,205
1893,Commercial score keep.,Medicine,2008,978-1-5103-3372-7,282,493
1894,Act resource meet.,Engineering,2015,978-1-317-79079-2,611,322
1895,Dog specific impact.,Science,2022,978-0-205-17660-1,374,728
1896,Keep recently hope.,Other,2021,978-1-62309-434-8,179,114
1897,Show discuss.,Engineering,1995,978-0-616-91866-1,958,631
1898,Hope fight PM.,Science,1980,978-0-8274-8901-1,602,757
1899,Protect garden care animal.,Medicine,2019,978-0-15-048436-3,848,17
1900,Wonder property argue.,Arts,2009,978-0-7618-2851-8,276,10
1901,Long audience side.,Other,2020,978-1-00-106611-0,686,645
1902,Throughout trip food edge us.,Science,2021,978-1-4190-3760-3,695,299
1903,Crime inside.,Engineering,2017,978-0-17-802151-9,131,258
1904,Clearly along.,Law,2008,978-0-07-734448-1,493,717
1905,New fund.,Medicine,2018,978-1-55143-309-7,334,564
1906,Risk consumer sister travel begin.,Engineering,2017,978-0-8295-9371-6,714,376
1907,Statement friend who officer summer.,Law,1991,978-0-202-56611-5,587,629
1908,Talk computer national.,Arts,1980,978-1-108-65139-4,379,722
1909,Down he according.,Law,2002,978-0-00-943014-5,745,303
1910,Worker other skin response.,Science,1982,978-0-87144-261-1,727,414
1911,Impact learn.,Law,2009,978-1-58399-639-3,811,544
1912,View under color particularly.,Medicine,2005,978-1-4256-7536-3,368,434
1913,Health teacher for whom address.,Medicine,1984,978-0-88739-375-4,280,732
1914,Price produce describe whether.,Law,2012,978-0-461-17865-4,745,642
1915,Light where decision.,Other,1998,978-0-16-229571-1,79,244
1916,Throughout present team score.,Engineering,2004,978-0-441-02546-6,725,772
1917,Yard agreement hotel health.,Other,1987,978-1-4833-6076-8,905,165
1918,Later medical state.,Other,1999,978-0-05-732236-2,480,419
1919,Eat white treat.,Arts,2012,978-1-4343-9379-1,536,414
1920,Voice down series.,Engineering,2016,978-0-257-84102-1,613,518
1921,Sister Mrs policy fear.,Engineering,2017,978-1-900246-78-1,589,76
1922,Wish kitchen against recent.,Medicine,2010,978-0-16-547375-8,339,207
1923,Above choose.,Other,1996,978-0-7430-6000-4,83,795
1924,Action quite although.,Engineering,1985,978-1-05-323028-6,687,61
1925,Effect support.,Science,2019,978-0-319-49897-2,533,722
1926,Change exactly person.,Other,1998,978-0-9834454-6-3,253,377
1927,Rate growth behind.,Law,2003,978-1-60735-102-3,150,374
1928,Health either than tend discuss.,Law,2004,978-1-7387378-9-5,569,776
1929,Together service.,Medicine,2017,978-0-13-319213-1,240,638
1930,As exist month newspaper.,Science,2009,978-1-55390-685-8,585,149
1931,Democratic six entire not.,Medicine,1987,978-0-514-37876-5,564,345
1932,Above either face unit.,Science,2011,978-0-87732-292-4,286,600
1933,Catch choose next spring authority.,Other,1999,978-0-382-62052-2,237,24
1934,Someone foreign focus significant issue.,Science,1997,978-0-7797-5734-3,938,158
1935,Question action.,Other,1990,978-1-895237-43-6,662,644
1936,Bring ground which sister.,Science,1989,978-0-8231-2622-4,641,665
1937,Represent right blood.,Science,2022,978-1-57057-952-3,607,672
1938,Quite tree call dream.,Law,1989,978-0-394-29988-4,679,492
1939,Bed real receive.,Law,1986,978-0-370-48746-5,202,253
1940,Build the mean between available.,Medicine,2015,978-0-395-62380-0,957,122
1941,Physical message.,Engineering,2017,978-0-359-60964-2,435,605
1942,Ground bag drive operation close.,Arts,2006,978-0-267-76630-7,906,785
1943,Miss whatever success computer.,Medicine,1995,978-0-7413-5145-6,382,262
1944,Her high save discuss suddenly.,Engineering,2020,978-1-186-88138-6,335,107
1945,Politics run high.,Law,1998,978-1-64025-352-0,716,228
1946,Reality bad bag.,Arts,2010,978-1-873078-57-0,279,159
1947,Security development believe stage.,Engineering,1989,978-1-337-10698-6,54,501
1948,Whole practice whom management.,Law,2001,978-0-525-97026-2,252,271
1949,Him candidate detail.,Engineering,2018,978-1-4269-0064-8,202,358
1950,Consider art social.,Engineering,1999,978-1-65321-524-9,954,749
1951,Cultural any.,Engineering,2019,978-1-83851-823-3,73,739
1952,Since finally something have.,Science,2008,978-1-71599-028-2,378,636
1953,Her may boy woman.,Science,1989,978-1-4032-8882-0,118,401
1954,Teacher color oil.,Engineering,1991,978-0-8487-3154-0,749,525
1955,Three past third finally ground.,Engineering,2013,978-0-289-51231-9,188,75
1956,Fact challenge.,Arts,1984,978-1-71665-040-6,139,791
1957,Drug six.,Arts,1994,978-1-206-18334-6,378,707
1958,Manage but life themselves summer.,Science,1988,978-0-456-13394-1,727,107
1959,Significant notice system success.,Science,1984,978-1-141-84189-9,810,367
1960,Shake financial.,Other,2015,978-1-329-32462-6,56,573
1961,Three learn.,Engineering,1998,978-0-270-96259-8,477,590
1962,Arrive pressure power course.,Science,2011,978-0-8165-7221-2,272,375
1963,Place cup begin instead.,Science,2020,978-1-149-65377-7,151,279
1964,Animal raise evening.,Other,1992,978-0-7065-5144-0,187,800
1965,Second interest particular.,Science,1984,978-1-157-39940-7,288,368
1966,Tv remember.,Other,2008,978-0-08-136016-3,177,755
1967,Time class policy add.,Other,1994,978-1-86628-880-1,595,269
1968,Main hit business environmental almost.,Other,2013,978-0-400-85433-5,677,232
1969,Thank newspaper pattern relate particular.,Arts,2013,978-0-209-20708-0,933,266
1970,Late admit low month.,Law,2020,978-1-02-903664-5,897,181
1971,What imagine care city.,Law,2004,978-1-164-13696-5,780,748
1972,Identify that hard through feeling.,Arts,2012,978-1-81832-927-9,334,440
1973,Little thousand improve.,Law,2019,978-0-9940041-7-8,852,612
1974,Cost compare couple drop military.,Medicine,1980,978-1-9876-1587-6,575,48
1975,Program or world site throughout.,Law,1987,978-1-5374-3765-1,470,685
1976,Party majority air.,Medicine,2017,978-0-349-07684-3,582,527
1977,Idea major.,Science,1981,978-0-08-837492-7,525,293
1978,Charge financial.,Law,1991,978-1-276-80109-6,707,61
1979,Region great draw skin.,Other,1987,978-0-411-49163-5,805,684
1980,Break religious two bag.,Arts,2011,978-1-79656-201-9,927,304
1981,Me hold energy.,Other,2002,978-0-11-954374-2,919,443
1982,Election military ground.,Science,2008,978-1-175-86715-5,757,258
1983,Financial keep act.,Other,2007,978-0-425-19761-5,187,473
1984,Effort production bed about factor.,Science,2015,978-1-5448-2430-7,443,797
1985,Away level.,Law,1988,978-1-66866-677-7,83,76
1986,Bar surface.,Other,2018,978-1-5329-3146-8,614,338
1987,Position adult happy thus.,Medicine,1990,978-1-879284-49-4,740,185
1988,Rich hair history.,Law,2022,978-0-14-156880-5,213,407
1989,Range security treat situation.,Science,1998,978-1-5235-6574-0,345,748
1990,Modern indeed board image.,Law,2022,978-0-572-69542-2,674,471
1991,Job trouble employee white network.,Engineering,2007,978-0-7004-3282-0,223,712
1992,Put official process later.,Law,2013,978-1-887609-97-5,642,494
1993,Anyone stock woman continue.,Arts,2019,978-1-7322292-2-8,753,105
1994,Could brother.,Science,1984,978-1-147-58169-0,52,314
1995,Movement machine again.,Law,2009,978-0-7151-2993-7,253,699
1996,Special war soldier.,Science,2017,978-0-555-71487-4,764,737
1997,Same between himself carry walk.,Engineering,2003,978-0-356-46724-5,495,447
1998,Let protect kind.,Medicine,2009,978-1-7368801-7-3,247,80
1999,Establish election.,Science,1993,978-1-379-34612-8,600,346
2000,Skill office.,Science,1990,978-0-9813167-7-2,326,106
2001,Against method eight experience.,Other,1994,978-1-65263-314-3,836,14
2002,Difference body son.,Science,2003,978-1-09-909996-0,802,209
2003,Line energy inside week.,Other,1984,978-1-161-28671-7,377,18
2004,Write want itself trial.,Science,1994,978-1-68407-421-1,652,576
2005,Wind inside.,Arts,2011,978-0-640-00407-1,763,372
2006,Six act late.,Engineering,2015,978-0-9739812-9-2,129,347
2007,Again moment power face listen.,Science,1993,978-1-118-30312-2,437,589
2008,Wide strong hair region.,Law,2016,978-1-01-774771-3,760,434
2009,Center represent simply beyond.,Medicine,2012,978-0-8288-9460-9,334,657
2010,Interesting believe.,Law,2021,978-1-176-34454-9,968,525
2011,Power inside use.,Law,1996,978-0-577-52175-7,953,80
2012,Defense out still.,Other,1995,978-1-251-43778-4,353,378
2013,Today without beautiful card.,Engineering,2010,978-0-09-346297-8,629,93
2014,Network eat Mrs wonder.,Other,1985,978-0-7323-4118-3,493,366
2015,Bar part investment eat approach.,Science,1983,978-0-8166-3003-5,941,33
2016,Recently whole.,Law,1989,978-1-81030-942-2,441,358
2017,Easy everyone.,Science,1980,978-0-8413-4719-9,663,271
